,Rank,Song,Artist,Year,Source,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,Popularity
3012,13,freak like me,adina howard,1995,1.0,0.0262,https://api.spotify.com/v1/audio-analysis/6Vas6h9lB5mmeVDXdFqlQA,0.655,253613,0.837,6Vas6h9lB5mmeVDXdFqlQA,5.85e-06,11,0.0454,-6.04,0,0.0723,91.014,4,https://api.spotify.com/v1/tracks/6Vas6h9lB5mmeVDXdFqlQA,audio_features,spotify:track:6Vas6h9lB5mmeVDXdFqlQA,0.641,55
3013,14,runaround,blues traveler,1995,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3014,15,i can love you like that,all4one,1995,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3015,16,have you ever really loved a woman,bryan adams,1995,1.0,0.556,https://api.spotify.com/v1/audio-analysis/32Gf5A7Hr8RdgggXG0Fdks,0.568,291667,0.463,32Gf5A7Hr8RdgggXG0Fdks,4.59e-06,7,0.101,-10.009,1,0.0328,145.534,3,https://api.spotify.com/v1/tracks/32Gf5A7Hr8RdgggXG0Fdks,audio_features,spotify:track:32Gf5A7Hr8RdgggXG0Fdks,0.353,52
3016,17,always,bon jovi,1995,1.0,0.151,https://api.spotify.com/v1/audio-analysis/4JAJV4D2902ZQL4A63Q2fe,0.428,353027,0.662,4JAJV4D2902ZQL4A63Q2fe,1.84e-06,4,0.215,-5.433,1,0.0295,71.515,4,https://api.spotify.com/v1/tracks/4JAJV4D2902ZQL4A63Q2fe,audio_features,spotify:track:4JAJV4D2902ZQL4A63Q2fe,0.366,63
3017,18,boombastic,shaggy,1995,1.0,0.25,https://api.spotify.com/v1/audio-analysis/1jqLJBQwo7yBCqYQWukLkq,0.866,247173,0.788,1jqLJBQwo7yBCqYQWukLkq,1.97e-05,2,0.342,-8.188,1,0.278,158.412,4,https://api.spotify.com/v1/tracks/1jqLJBQwo7yBCqYQWukLkq,audio_features,spotify:track:1jqLJBQwo7yBCqYQWukLkq,0.749,64
3018,19,total eclipse of the heart,nicki french,1995,3.0,0.00361,https://api.spotify.com/v1/audio-analysis/7Ltu4DmfmHXzPFb2DFnhwT,0.557,229545,0.945,7Ltu4DmfmHXzPFb2DFnhwT,6.75e-05,0,0.498,-5.412,1,0.0296,135.973,4,https://api.spotify.com/v1/tracks/7Ltu4DmfmHXzPFb2DFnhwT,audio_features,spotify:track:7Ltu4DmfmHXzPFb2DFnhwT,0.691,37
3019,20,you gotta be,desree,1995,1.0,0.211,https://api.spotify.com/v1/audio-analysis/6CU0zWIWVTEnmWpSjVHM93,0.627,245200,0.669,6CU0zWIWVTEnmWpSjVHM93,2.72e-06,0,0.111,-9.985,1,0.0412,94.029,4,https://api.spotify.com/v1/tracks/6CU0zWIWVTEnmWpSjVHM93,audio_features,spotify:track:6CU0zWIWVTEnmWpSjVHM93,0.5,58
3020,21,you are not alone,michael jackson,1995,1.0,0.639,https://api.spotify.com/v1/audio-analysis/3AoeaZs8dFemFJr3JdzOL0,0.651,345600,0.402,3AoeaZs8dFemFJr3JdzOL0,8.09e-05,11,0.0764,-9.303,1,0.0281,119.878,4,https://api.spotify.com/v1/tracks/3AoeaZs8dFemFJr3JdzOL0,audio_features,spotify:track:3AoeaZs8dFemFJr3JdzOL0,0.256,62
3021,22,hold my hand,hootie  the blowfish,1995,3.0,0.208,https://api.spotify.com/v1/audio-analysis/4WnYuVFXe6Si4fZqkxbnvS,0.22,258333,0.769,4WnYuVFXe6Si4fZqkxbnvS,0,11,0.0985,-5.125,1,0.054,170.773,4,https://api.spotify.com/v1/tracks/4WnYuVFXe6Si4fZqkxbnvS,audio_features,spotify:track:4WnYuVFXe6Si4fZqkxbnvS,0.494,59
3022,23,one more chance,the notorious big,1995,1.0,0.112,https://api.spotify.com/v1/audio-analysis/1nU9Fn9kh4pQ9zSghlh1Ka,0.77,255627,0.693,1nU9Fn9kh4pQ9zSghlh1Ka,1.26e-05,0,0.0993,-5.632,1,0.251,92.202,4,https://api.spotify.com/v1/tracks/1nU9Fn9kh4pQ9zSghlh1Ka,audio_features,spotify:track:1nU9Fn9kh4pQ9zSghlh1Ka,0.622,58
3023,24,here comes the hotstepper,ini kamoze,1995,1.0,0.0141,https://api.spotify.com/v1/audio-analysis/3QRM0qZB7oMYavveH0iEqx,0.889,250467,0.454,3QRM0qZB7oMYavveH0iEqx,0.000186,4,0.203,-8.598,0,0.221,100.36,4,https://api.spotify.com/v1/tracks/3QRM0qZB7oMYavveH0iEqx,audio_features,spotify:track:3QRM0qZB7oMYavveH0iEqx,0.429,69
3024,25,candy rain,soul for real,1995,1.0,0.00433,https://api.spotify.com/v1/audio-analysis/4j1Bk0BEIGCF9hR7cSwl9d,0.576,276067,0.711,4j1Bk0BEIGCF9hR7cSwl9d,3.66e-05,11,0.0494,-7.727,0,0.084,188.242,4,https://api.spotify.com/v1/tracks/4j1Bk0BEIGCF9hR7cSwl9d,audio_features,spotify:track:4j1Bk0BEIGCF9hR7cSwl9d,0.614,57
3025,26,let her cry,hootie  the blowfish,1995,3.0,0.0353,https://api.spotify.com/v1/audio-analysis/6NGi23FFKq9tH5NR1NcTw2,0.352,318533,0.698,6NGi23FFKq9tH5NR1NcTw2,0,7,0.113,-6.278,1,0.0303,142.57,4,https://api.spotify.com/v1/tracks/6NGi23FFKq9tH5NR1NcTw2,audio_features,spotify:track:6NGi23FFKq9tH5NR1NcTw2,0.269,62
3026,27,i believe,blessid union of souls,1995,1.0,0.653,https://api.spotify.com/v1/audio-analysis/7qnNnQTGxdzI2wZWpa0vDD,0.491,267493,0.458,7qnNnQTGxdzI2wZWpa0vDD,0,11,0.164,-8.159,1,0.027,141.724,4,https://api.spotify.com/v1/tracks/7qnNnQTGxdzI2wZWpa0vDD,audio_features,spotify:track:7qnNnQTGxdzI2wZWpa0vDD,0.237,47
3027,28,red light special,tlc,1995,1.0,0.205,https://api.spotify.com/v1/audio-analysis/6dW75XbJ1WAMljOXWjTK46,0.52,303960,0.449,6dW75XbJ1WAMljOXWjTK46,0.000687,5,0.191,-8.957,0,0.0331,189.243,3,https://api.spotify.com/v1/tracks/6dW75XbJ1WAMljOXWjTK46,audio_features,spotify:track:6dW75XbJ1WAMljOXWjTK46,0.372,60
3028,29,runaway,janet jackson,1995,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3029,30,strong enough,sheryl crow,1995,1.0,0.803,https://api.spotify.com/v1/audio-analysis/25IRjWUZ60n7KXxcB4DiX9,0.587,189827,0.274,25IRjWUZ60n7KXxcB4DiX9,0.00016,2,0.112,-15.227,1,0.0326,154.602,3,https://api.spotify.com/v1/tracks/25IRjWUZ60n7KXxcB4DiX9,audio_features,spotify:track:25IRjWUZ60n7KXxcB4DiX9,0.617,48
3030,31,colors of the wind,vanessa williams,1995,1.0,0.385,https://api.spotify.com/v1/audio-analysis/7xG1fakElLbxwyr9eyGEK6,0.552,257867,0.253,7xG1fakElLbxwyr9eyGEK6,2.17e-05,7,0.105,-18.128,0,0.0568,83.986,4,https://api.spotify.com/v1/tracks/7xG1fakElLbxwyr9eyGEK6,audio_features,spotify:track:7xG1fakElLbxwyr9eyGEK6,0.12,47
3031,32,someone to love,jon b,1995,1.0,0.14,https://api.spotify.com/v1/audio-analysis/4mKbb9uvBMlVvOUv8fdBt8,0.665,272360,0.452,4mKbb9uvBMlVvOUv8fdBt8,8.03e-06,6,0.125,-8.486,0,0.0257,136.12,4,https://api.spotify.com/v1/tracks/4mKbb9uvBMlVvOUv8fdBt8,audio_features,spotify:track:4mKbb9uvBMlVvOUv8fdBt8,0.302,50
3032,33,only wanna be with you,hootie  the blowfish,1995,3.0,0.107,https://api.spotify.com/v1/audio-analysis/1OFKUn2VLafrHj7ybnap0Q,0.49,229587,0.873,1OFKUn2VLafrHj7ybnap0Q,5.19e-06,6,0.118,-5.861,1,0.0355,103.272,4,https://api.spotify.com/v1/tracks/1OFKUn2VLafrHj7ybnap0Q,audio_features,spotify:track:1OFKUn2VLafrHj7ybnap0Q,0.508,63
3033,34,if you love me,brownstone,1995,1.0,0.224,https://api.spotify.com/v1/audio-analysis/0BTGqPIW9acmhhUmENkq5r,0.687,303903,0.583,0BTGqPIW9acmhhUmENkq5r,0,7,0.106,-10.224,1,0.064,95.137,4,https://api.spotify.com/v1/tracks/0BTGqPIW9acmhhUmENkq5r,audio_features,spotify:track:0BTGqPIW9acmhhUmENkq5r,0.215,61
3034,35,in the house of stone and light,martin page,1995,1.0,0.293,https://api.spotify.com/v1/audio-analysis/1QlIB0pkLKR8vEDSW7r42t,0.623,300800,0.787,1QlIB0pkLKR8vEDSW7r42t,5.65e-05,4,0.587,-10.763,1,0.0548,89.247,4,https://api.spotify.com/v1/tracks/1QlIB0pkLKR8vEDSW7r42t,audio_features,spotify:track:1QlIB0pkLKR8vEDSW7r42t,0.795,32
3035,36,i got 5 on it,luniz,1995,1.0,0.209,https://api.spotify.com/v1/audio-analysis/4IYKjN1DrYzxKXt0umJqsG,0.6,253533,0.706,4IYKjN1DrYzxKXt0umJqsG,0,10,0.125,-7.899,0,0.361,173.926,4,https://api.spotify.com/v1/tracks/4IYKjN1DrYzxKXt0umJqsG,audio_features,spotify:track:4IYKjN1DrYzxKXt0umJqsG,0.585,65
3036,37,baby,brandy,1995,1.0,0.0236,https://api.spotify.com/v1/audio-analysis/17aVK3oQdgwVG2l0HpP67W,0.807,313293,0.651,17aVK3oQdgwVG2l0HpP67W,6.65e-06,5,0.174,-6.714,0,0.0477,91.028,4,https://api.spotify.com/v1/tracks/17aVK3oQdgwVG2l0HpP67W,audio_features,spotify:track:17aVK3oQdgwVG2l0HpP67W,0.832,48
3037,38,run away,real mccoy,1995,1.0,0.000683,https://api.spotify.com/v1/audio-analysis/0ibYVniVLMJWvc3eNfYk8T,0.721,244133,0.924,0ibYVniVLMJWvc3eNfYk8T,0.00382,1,0.0817,-8.282,1,0.0396,130.947,4,https://api.spotify.com/v1/tracks/0ibYVniVLMJWvc3eNfYk8T,audio_features,spotify:track:0ibYVniVLMJWvc3eNfYk8T,0.689,46
3038,39,as i lay me down,sophie b hawkins,1995,1.0,0.645,https://api.spotify.com/v1/audio-analysis/6S8ZXzeXsfCj8qi9179McI,0.519,248893,0.737,6S8ZXzeXsfCj8qi9179McI,1.77e-06,10,0.271,-8.7,1,0.0437,82.999,4,https://api.spotify.com/v1/tracks/6S8ZXzeXsfCj8qi9179McI,audio_features,spotify:track:6S8ZXzeXsfCj8qi9179McI,0.658,48
3039,40,hes mine,mokenstef,1995,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3040,41,december,collective soul,1995,1.0,0.587,https://api.spotify.com/v1/audio-analysis/4wx38D1Y9vv9WG3T0J6lTA,0.687,249973,0.499,4wx38D1Y9vv9WG3T0J6lTA,0.00362,0,0.187,-7.614,1,0.0278,121.981,4,https://api.spotify.com/v1/tracks/4wx38D1Y9vv9WG3T0J6lTA,audio_features,spotify:track:4wx38D1Y9vv9WG3T0J6lTA,0.347,57
3041,42,ill be there for youyoure all i need to get by,method man featuring mary j blige,1995,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3042,43,shy guy,diana king,1995,1.0,0.0128,https://api.spotify.com/v1/audio-analysis/3ldG6XCLDXxWg1N6XhrSKo,0.714,258560,0.825,3ldG6XCLDXxWg1N6XhrSKo,0.000569,11,0.049,-5.447,0,0.0751,94.074,4,https://api.spotify.com/v1/tracks/3ldG6XCLDXxWg1N6XhrSKo,audio_features,spotify:track:3ldG6XCLDXxWg1N6XhrSKo,0.747,59
3043,44,im the only one,melissa etheridge,1995,1.0,0.0408,https://api.spotify.com/v1/audio-analysis/4veE1jrMbVSy9FRCiYDGkD,0.619,295000,0.48,4veE1jrMbVSy9FRCiYDGkD,1.37e-06,0,0.0889,-9.597,1,0.0304,84.846,4,https://api.spotify.com/v1/tracks/4veE1jrMbVSy9FRCiYDGkD,audio_features,spotify:track:4veE1jrMbVSy9FRCiYDGkD,0.597,52
3044,45,every little thing i do,soul for real,1995,1.0,0.00484,https://api.spotify.com/v1/audio-analysis/5u3rsmRYRSKJpFHXPT4p07,0.712,260067,0.399,5u3rsmRYRSKJpFHXPT4p07,0.00119,7,0.0857,-9.297,0,0.0309,99.06,4,https://api.spotify.com/v1/tracks/5u3rsmRYRSKJpFHXPT4p07,audio_features,spotify:track:5u3rsmRYRSKJpFHXPT4p07,0.261,52
3045,46,before i let you go,blackstreet,1995,1.0,0.325,https://api.spotify.com/v1/audio-analysis/2rkVoKVEMuct8SmEIGKzBw,0.67,299800,0.468,2rkVoKVEMuct8SmEIGKzBw,0,1,0.0516,-6.725,0,0.0328,140.069,4,https://api.spotify.com/v1/tracks/2rkVoKVEMuct8SmEIGKzBw,audio_features,spotify:track:2rkVoKVEMuct8SmEIGKzBw,0.496,55
3046,47,big poppa,the notorious big,1995,3.0,0.432,https://api.spotify.com/v1/audio-analysis/2g8HN35AnVGIk7B8yMucww,0.778,252747,0.578,2g8HN35AnVGIk7B8yMucww,0,9,0.138,-7.22,0,0.274,84.487,4,https://api.spotify.com/v1/tracks/2g8HN35AnVGIk7B8yMucww,audio_features,spotify:track:2g8HN35AnVGIk7B8yMucww,0.763,74
3047,48,sukiyaki,4:00 PM,1995,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3048,49,i wanna be down,brandy,1995,1.0,0.33,https://api.spotify.com/v1/audio-analysis/3OZs6tgXsBmb3TWPn07YCF,0.893,256667,0.433,3OZs6tgXsBmb3TWPn07YCF,0,11,0.395,-5.88,0,0.396,86.01,4,https://api.spotify.com/v1/tracks/3OZs6tgXsBmb3TWPn07YCF,audio_features,spotify:track:3OZs6tgXsBmb3TWPn07YCF,0.676,60
3049,50,ill make love to you,boyz ii men,1995,1.0,0.119,https://api.spotify.com/v1/audio-analysis/61sQYdFNS6sEBYCyr1q5gn,0.557,236773,0.509,61sQYdFNS6sEBYCyr1q5gn,0,2,0.0794,-7.928,1,0.0243,142.408,3,https://api.spotify.com/v1/tracks/61sQYdFNS6sEBYCyr1q5gn,audio_features,spotify:track:61sQYdFNS6sEBYCyr1q5gn,0.241,62
3050,51,dear mama,2pac,1995,1.0,0.379,https://api.spotify.com/v1/audio-analysis/6tDxrq4FxEL2q15y37tXT9,0.773,280000,0.542,6tDxrq4FxEL2q15y37tXT9,0,6,0.129,-7.136,1,0.126,84.124,4,https://api.spotify.com/v1/tracks/6tDxrq4FxEL2q15y37tXT9,audio_features,spotify:track:6tDxrq4FxEL2q15y37tXT9,0.32,64
3051,52,hold on,jamie walters,1995,1.0,0.0319,https://api.spotify.com/v1/audio-analysis/2kQLJexCx8wPTAqK0x0ijO,0.571,264560,0.553,2kQLJexCx8wPTAqK0x0ijO,0,0,0.109,-8.584,1,0.0279,126.215,4,https://api.spotify.com/v1/tracks/2kQLJexCx8wPTAqK0x0ijO,audio_features,spotify:track:2kQLJexCx8wPTAqK0x0ijO,0.215,48
3052,53,keep their heads ringin,dr dre,1995,3.0,0.0442,https://api.spotify.com/v1/audio-analysis/7jIujRjK5JKNrMCcAvYUTN,0.672,305573,0.785,7jIujRjK5JKNrMCcAvYUTN,0.00253,9,0.136,-4.214,0,0.109,90.574,4,https://api.spotify.com/v1/tracks/7jIujRjK5JKNrMCcAvYUTN,audio_features,spotify:track:7jIujRjK5JKNrMCcAvYUTN,0.218,54
3053,54,the rhythm of the night,corona,1995,1.0,0.000232,https://api.spotify.com/v1/audio-analysis/0ofMkI3jzmGCElAOgOLeo3,0.69,264280,0.805,0ofMkI3jzmGCElAOgOLeo3,0.739,5,0.095,-11.522,0,0.0336,127.808,4,https://api.spotify.com/v1/tracks/0ofMkI3jzmGCElAOgOLeo3,audio_features,spotify:track:0ofMkI3jzmGCElAOgOLeo3,0.792,67
3054,55,roll to me,del amitri,1995,1.0,0.417,https://api.spotify.com/v1/audio-analysis/7LF0YY1gON8rBECsyEs0Wb,0.566,132307,0.804,7LF0YY1gON8rBECsyEs0Wb,0,6,0.112,-5.783,1,0.0364,149.989,4,https://api.spotify.com/v1/tracks/7LF0YY1gON8rBECsyEs0Wb,audio_features,spotify:track:7LF0YY1gON8rBECsyEs0Wb,0.868,54
3055,56,scream,michael jackson and janet jackson,1995,1.0,0.0749,https://api.spotify.com/v1/audio-analysis/4LD5dhQ3kqpqe14sGPDtBC,0.805,278293,0.941,4LD5dhQ3kqpqe14sGPDtBC,1.45e-05,0,0.415,-6.584,1,0.0908,106.525,4,https://api.spotify.com/v1/tracks/4LD5dhQ3kqpqe14sGPDtBC,audio_features,spotify:track:4LD5dhQ3kqpqe14sGPDtBC,0.586,58
3056,57,freekn you,jodeci,1995,,0.0792,https://api.spotify.com/v1/audio-analysis/43sNw9nvGYGLYnNiwI8oMZ,0.709,379228,0.521,43sNw9nvGYGLYnNiwI8oMZ,0,5,0.0504,-9.497,0,0.0314,134.165,4,https://api.spotify.com/v1/tracks/43sNw9nvGYGLYnNiwI8oMZ,audio_features,spotify:track:43sNw9nvGYGLYnNiwI8oMZ,0.454,54
3057,58,i wish,skeelo,1995,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3058,59,believe,elton john,1995,1.0,0.184,https://api.spotify.com/v1/audio-analysis/0hACDgEDhKuQlv2ZhVbAIt,0.491,294800,0.547,0hACDgEDhKuQlv2ZhVbAIt,0.000113,0,0.137,-9.264,0,0.0298,137.948,4,https://api.spotify.com/v1/tracks/0hACDgEDhKuQlv2ZhVbAIt,audio_features,spotify:track:0hACDgEDhKuQlv2ZhVbAIt,0.179,28
3059,60,carnival,natalie merchant,1995,1.0,0.2,https://api.spotify.com/v1/audio-analysis/4QXhRjZacZ1gZUeL7Ukktw,0.601,361107,0.48,4QXhRjZacZ1gZUeL7Ukktw,0.0955,6,0.0297,-11.41,0,0.0732,188.214,4,https://api.spotify.com/v1/tracks/4QXhRjZacZ1gZUeL7Ukktw,audio_features,spotify:track:4QXhRjZacZ1gZUeL7Ukktw,0.793,49
3060,61,you dont know how it feels,tom petty,1995,1.0,0.119,https://api.spotify.com/v1/audio-analysis/7MooGz4ZPE4bNxjFegR6Jx,0.765,289440,0.502,7MooGz4ZPE4bNxjFegR6Jx,0.0011,9,0.171,-7.393,1,0.0321,144.204,4,https://api.spotify.com/v1/tracks/7MooGz4ZPE4bNxjFegR6Jx,audio_features,spotify:track:7MooGz4ZPE4bNxjFegR6Jx,0.841,65
3061,62,back for good,take that,1995,1.0,0.308,https://api.spotify.com/v1/audio-analysis/4CPTAJth9JiuKYaMIemmDD,0.6,242267,0.504,4CPTAJth9JiuKYaMIemmDD,0,5,0.137,-9.761,1,0.0292,78.961,4,https://api.spotify.com/v1/tracks/4CPTAJth9JiuKYaMIemmDD,audio_features,spotify:track:4CPTAJth9JiuKYaMIemmDD,0.57,46
3062,63,tootsee roll,69 boyz,1995,1.0,0.0453,https://api.spotify.com/v1/audio-analysis/0SAIjVOwxVnO1l9HGvLuOU,0.869,261360,0.725,0SAIjVOwxVnO1l9HGvLuOU,0,9,0.203,-12.507,0,0.256,132.989,4,https://api.spotify.com/v1/tracks/0SAIjVOwxVnO1l9HGvLuOU,audio_features,spotify:track:0SAIjVOwxVnO1l9HGvLuOU,0.69,50
3063,64,you want this,janet jackson,1995,1.0,0.113,https://api.spotify.com/v1/audio-analysis/52kDYmU0aE3txkZBKjl0nP,0.844,305667,0.843,52kDYmU0aE3txkZBKjl0nP,0.0439,10,0.1,-5.763,0,0.0551,111.893,4,https://api.spotify.com/v1/tracks/52kDYmU0aE3txkZBKjl0nP,audio_features,spotify:track:52kDYmU0aE3txkZBKjl0nP,0.651,42
3064,65,tell me,groove theory,1995,1.0,0.0355,https://api.spotify.com/v1/audio-analysis/2lp8xjq0WTm3HZKHuDEweg,0.8,236067,0.361,2lp8xjq0WTm3HZKHuDEweg,3.75e-06,6,0.0668,-10.849,0,0.0635,93.059,4,https://api.spotify.com/v1/tracks/2lp8xjq0WTm3HZKHuDEweg,audio_features,spotify:track:2lp8xjq0WTm3HZKHuDEweg,0.888,60
3065,66,cant you see,total featuring the notorious big,1995,1.0,0.157,https://api.spotify.com/v1/audio-analysis/1poK64Wt7p7VwrAbFgD5hS,0.715,277320,0.721,1poK64Wt7p7VwrAbFgD5hS,1.75e-06,8,0.309,-5.622,0,0.0541,86.26,4,https://api.spotify.com/v1/tracks/1poK64Wt7p7VwrAbFgD5hS,audio_features,spotify:track:1poK64Wt7p7VwrAbFgD5hS,0.814,60
3066,67,all i wanna do,sheryl crow,1995,1.0,0.113,https://api.spotify.com/v1/audio-analysis/3ZpQiJ78LKINrW9SQTgbXd,0.836,272107,0.533,3ZpQiJ78LKINrW9SQTgbXd,0.0105,9,0.296,-11.263,1,0.0332,120.08,4,https://api.spotify.com/v1/tracks/3ZpQiJ78LKINrW9SQTgbXd,audio_features,spotify:track:3ZpQiJ78LKINrW9SQTgbXd,0.956,60
3067,68,this lil game we play,subway featuring 702,1995,3.0,0.142,https://api.spotify.com/v1/audio-analysis/6gp5reJaprmqjZnRFbpqK2,0.753,295573,0.443,6gp5reJaprmqjZnRFbpqK2,0,10,0.0898,-10.503,0,0.0696,121.549,4,https://api.spotify.com/v1/tracks/6gp5reJaprmqjZnRFbpqK2,audio_features,spotify:track:6gp5reJaprmqjZnRFbpqK2,0.603,40
3068,69,come and get your love,real mccoy,1995,1.0,0.0179,https://api.spotify.com/v1/audio-analysis/0XVikcHfkoBvJ5ZU8xQBWn,0.736,194560,0.864,0XVikcHfkoBvJ5ZU8xQBWn,1.62e-05,8,0.345,-6.567,1,0.0397,108.828,4,https://api.spotify.com/v1/tracks/0XVikcHfkoBvJ5ZU8xQBWn,audio_features,spotify:track:0XVikcHfkoBvJ5ZU8xQBWn,0.762,40
3069,70,this aint a love song,bon jovi,1995,1.0,0.0906,https://api.spotify.com/v1/audio-analysis/0ZLBD6hHGN9LYOtNlu2n8e,0.227,306240,0.65,0ZLBD6hHGN9LYOtNlu2n8e,0,4,0.12,-6.8,1,0.0504,174.724,3,https://api.spotify.com/v1/tracks/0ZLBD6hHGN9LYOtNlu2n8e,audio_features,spotify:track:0ZLBD6hHGN9LYOtNlu2n8e,0.168,42
3070,71,secret,madonna,1995,1.0,0.101,https://api.spotify.com/v1/audio-analysis/15FcP9qwmIKqaD5NhfhNpu,0.813,304933,0.655,15FcP9qwmIKqaD5NhfhNpu,6.65e-05,1,0.146,-7.884,1,0.0262,99.982,4,https://api.spotify.com/v1/tracks/15FcP9qwmIKqaD5NhfhNpu,audio_features,spotify:track:15FcP9qwmIKqaD5NhfhNpu,0.463,47
3071,72,players anthem,junior mafia featuring the notorious big,1995,1.0,0.12,https://api.spotify.com/v1/audio-analysis/1Gj44mXbEJnAZeTeWlU34Q,0.666,219800,0.761,1Gj44mXbEJnAZeTeWlU34Q,4.5e-06,11,0.123,-9.135,0,0.401,89.661,4,https://api.spotify.com/v1/tracks/1Gj44mXbEJnAZeTeWlU34Q,audio_features,spotify:track:1Gj44mXbEJnAZeTeWlU34Q,0.716,43
3072,73,feel me flow,naughty by nature,1995,1.0,0.0468,https://api.spotify.com/v1/audio-analysis/26Pjvw43nUS91mWAOfPDLz,0.805,212560,0.754,26Pjvw43nUS91mWAOfPDLz,1.79e-06,8,0.0855,-6.679,0,0.156,90.214,4,https://api.spotify.com/v1/tracks/26Pjvw43nUS91mWAOfPDLz,audio_features,spotify:track:26Pjvw43nUS91mWAOfPDLz,0.838,58
3073,74,every day of the week,jade,1995,1.0,0.0039,https://api.spotify.com/v1/audio-analysis/7gRPARHLsDZaf3QxSTuKT8,0.757,315600,0.68,7gRPARHLsDZaf3QxSTuKT8,0,1,0.0742,-8.857,1,0.0338,97.381,4,https://api.spotify.com/v1/tracks/7gRPARHLsDZaf3QxSTuKT8,audio_features,spotify:track:7gRPARHLsDZaf3QxSTuKT8,0.828,30
3074,75,the sweetest days,vanessa williams,1995,1.0,0.749,https://api.spotify.com/v1/audio-analysis/2aw72RcR4WQvmA9bICK8QZ,0.474,211293,0.313,2aw72RcR4WQvmA9bICK8QZ,0.000901,10,0.145,-10.521,1,0.0287,139.734,4,https://api.spotify.com/v1/tracks/2aw72RcR4WQvmA9bICK8QZ,audio_features,spotify:track:2aw72RcR4WQvmA9bICK8QZ,0.0667,33
3075,76,short dick man,20 fingers featuring gillette,1995,1.0,0.00154,https://api.spotify.com/v1/audio-analysis/6ZZr5ew0DvA6xda9T5owOU,0.894,290933,0.764,6ZZr5ew0DvA6xda9T5owOU,0.0349,4,0.0323,-10.028,0,0.0604,127.038,4,https://api.spotify.com/v1/tracks/6ZZr5ew0DvA6xda9T5owOU,audio_features,spotify:track:6ZZr5ew0DvA6xda9T5owOU,0.81,42
3076,77,brokenhearted,brandy featuring wanya morris,1995,1.0,0.488,https://api.spotify.com/v1/audio-analysis/6AzzMupvtP4u4B8d5OWVUi,0.329,286493,0.517,6AzzMupvtP4u4B8d5OWVUi,0,6,0.0985,-7.178,1,0.0353,149.758,4,https://api.spotify.com/v1/tracks/6AzzMupvtP4u4B8d5OWVUi,audio_features,spotify:track:6AzzMupvtP4u4B8d5OWVUi,0.421,52
3077,78,no more i love yous,annie lennox,1995,1.0,0.517,https://api.spotify.com/v1/audio-analysis/2Pn5gvVioma5LHPxgEBBmD,0.372,291333,0.57,2Pn5gvVioma5LHPxgEBBmD,2.57e-06,3,0.141,-7.305,1,0.0305,179.907,4,https://api.spotify.com/v1/tracks/2Pn5gvVioma5LHPxgEBBmD,audio_features,spotify:track:2Pn5gvVioma5LHPxgEBBmD,0.243,57
3078,79,you used to love me,faith evans,1995,1.0,0.247,https://api.spotify.com/v1/audio-analysis/0KhXVmAN4sqeEgsqRd39f2,0.702,269173,0.458,0KhXVmAN4sqeEgsqRd39f2,1.64e-06,0,0.126,-8.195,1,0.035,89.271,4,https://api.spotify.com/v1/tracks/0KhXVmAN4sqeEgsqRd39f2,audio_features,spotify:track:0KhXVmAN4sqeEgsqRd39f2,0.665,58
3079,80,constantly,immature,1995,1.0,0.201,https://api.spotify.com/v1/audio-analysis/2Ht2XbOKEay5ogJbDk3i9q,0.709,343333,0.516,2Ht2XbOKEay5ogJbDk3i9q,0.00217,8,0.0855,-10.046,1,0.0403,117.852,4,https://api.spotify.com/v1/tracks/2Ht2XbOKEay5ogJbDk3i9q,audio_features,spotify:track:2Ht2XbOKEay5ogJbDk3i9q,0.581,37
3080,81,hold me thrill me kiss me kill me,u2,1995,1.0,0.000115,https://api.spotify.com/v1/audio-analysis/5TsHqbDKaSs4ECZX0045YS,0.363,285160,0.848,5TsHqbDKaSs4ECZX0045YS,0.194,10,0.151,-6.956,0,0.0423,171.664,4,https://api.spotify.com/v1/tracks/5TsHqbDKaSs4ECZX0045YS,audio_features,spotify:track:5TsHqbDKaSs4ECZX0045YS,0.373,42
