,Rank,Song,Artist,Year,Source,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,Popularity
2945,46,100 pure love,crystal waters,1994,1.0,0.0835,https://api.spotify.com/v1/audio-analysis/1Dgr8EPW5eoUZzVhZCkBx5,0.825,277933,0.71,1Dgr8EPW5eoUZzVhZCkBx5,0.0025,8,0.0576,-7.6,1,0.0516,120.247,4,https://api.spotify.com/v1/tracks/1Dgr8EPW5eoUZzVhZCkBx5,audio_features,spotify:track:1Dgr8EPW5eoUZzVhZCkBx5,0.724,42
2946,47,anytime you need a friend,mariah carey,1994,1.0,0.469,https://api.spotify.com/v1/audio-analysis/0S8xKy1efKy3LvR53qe3Cq,0.57,265467,0.549,0S8xKy1efKy3LvR53qe3Cq,7.91e-06,9,0.0715,-7.956,0,0.0312,136.13,4,https://api.spotify.com/v1/tracks/0S8xKy1efKy3LvR53qe3Cq,audio_features,spotify:track:0S8xKy1efKy3LvR53qe3Cq,0.288,49
2947,48,because of love,janet jackson,1994,1.0,0.287,https://api.spotify.com/v1/audio-analysis/40kJxdeSmQieEgTgShXumm,0.764,260907,0.878,40kJxdeSmQieEgTgShXumm,0.00356,5,0.18,-5.647,0,0.0523,112.37,4,https://api.spotify.com/v1/tracks/40kJxdeSmQieEgTgShXumm,audio_features,spotify:track:40kJxdeSmQieEgTgShXumm,0.828,39
2948,49,linger,the cranberries,1994,3.0,0.0849,https://api.spotify.com/v1/audio-analysis/0gEyKnHvgkrkBM6fbeHdwK,0.211,274707,0.423,0gEyKnHvgkrkBM6fbeHdwK,3.61e-05,7,0.146,-14.806,1,0.0297,94.84,4,https://api.spotify.com/v1/tracks/0gEyKnHvgkrkBM6fbeHdwK,audio_features,spotify:track:0gEyKnHvgkrkBM6fbeHdwK,0.225,65
2949,50,loser,beck,1994,1.0,0.0341,https://api.spotify.com/v1/audio-analysis/5PntSbMHC1ud6Vvl8x56qd,0.66,235000,0.627,5PntSbMHC1ud6Vvl8x56qd,9.64e-05,6,0.385,-10.397,0,0.124,85.44,4,https://api.spotify.com/v1/tracks/5PntSbMHC1ud6Vvl8x56qd,audio_features,spotify:track:5PntSbMHC1ud6Vvl8x56qd,0.789,67
2950,51,found out about you,gin blossoms,1994,1.0,0.00154,https://api.spotify.com/v1/audio-analysis/1ikE29PcIPHI1LsHblqnfG,0.538,234307,0.828,1ikE29PcIPHI1LsHblqnfG,0.00399,7,0.125,-7.523,1,0.0298,134.82,4,https://api.spotify.com/v1/tracks/1ikE29PcIPHI1LsHblqnfG,audio_features,spotify:track:1ikE29PcIPHI1LsHblqnfG,0.696,52
2951,52,gin and juice,snoop doggy dogg,1994,1.0,0.0285,https://api.spotify.com/v1/audio-analysis/0WKYRFtH6KKbaNWjsxqm70,0.549,211493,0.853,0WKYRFtH6KKbaNWjsxqm70,0.000296,7,0.618,-4.293,1,0.188,94.695,4,https://api.spotify.com/v1/tracks/0WKYRFtH6KKbaNWjsxqm70,audio_features,spotify:track:0WKYRFtH6KKbaNWjsxqm70,0.346,72
2952,53,never lie,immature,1994,1.0,0.648,https://api.spotify.com/v1/audio-analysis/62utntNdsx80hraXA5ha0Q,0.7,253190,0.41,62utntNdsx80hraXA5ha0Q,1.53e-05,9,0.111,-10.644,0,0.0301,142.118,4,https://api.spotify.com/v1/tracks/62utntNdsx80hraXA5ha0Q,audio_features,spotify:track:62utntNdsx80hraXA5ha0Q,0.33,41
2953,54,streets of philadelphia,bruce springsteen,1994,1.0,0.341,https://api.spotify.com/v1/audio-analysis/0oVSvrU612xkj7vbvbUAT2,0.724,195293,0.249,0oVSvrU612xkj7vbvbUAT2,0.11,5,0.0933,-15.488,1,0.0321,93.667,4,https://api.spotify.com/v1/tracks/0oVSvrU612xkj7vbvbUAT2,audio_features,spotify:track:0oVSvrU612xkj7vbvbUAT2,0.464,67
2954,55,getto jam,domino,1994,1.0,0.0312,https://api.spotify.com/v1/audio-analysis/2mGxDOaHdBWnJY7V0In8Vx,0.802,259280,0.547,2mGxDOaHdBWnJY7V0In8Vx,1.34e-06,9,0.326,-12.085,1,0.131,86.576,4,https://api.spotify.com/v1/tracks/2mGxDOaHdBWnJY7V0In8Vx,audio_features,spotify:track:2mGxDOaHdBWnJY7V0In8Vx,0.481,34
2955,56,endless love,luther vandross and mariah carey,1994,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2956,57,i miss you,aaron hall,1994,1.0,0.0323,https://api.spotify.com/v1/audio-analysis/1TWhpLaqdToKoHHpFnCxsd,0.713,381733,0.766,1TWhpLaqdToKoHHpFnCxsd,0,6,0.139,-5.268,1,0.0284,120.084,4,https://api.spotify.com/v1/tracks/1TWhpLaqdToKoHHpFnCxsd,audio_features,spotify:track:1TWhpLaqdToKoHHpFnCxsd,0.573,48
2957,58,understanding,xscape,1994,1.0,0.36,https://api.spotify.com/v1/audio-analysis/4yKbbM56fLCxwR5CTH6QkP,0.7,340962,0.465,4yKbbM56fLCxwR5CTH6QkP,0.000157,7,0.143,-10.43,1,0.0562,137.823,4,https://api.spotify.com/v1/tracks/4yKbbM56fLCxwR5CTH6QkP,audio_features,spotify:track:4yKbbM56fLCxwR5CTH6QkP,0.317,54
2958,59,this dj,warren g,1994,5.0,0.0327,https://api.spotify.com/v1/audio-analysis/2ImuQo1g14CTR9hZAZD3aQ,0.804,203027,0.438,2ImuQo1g14CTR9hZAZD3aQ,0.0129,6,0.112,-10.563,0,0.138,92.034,4,https://api.spotify.com/v1/tracks/2ImuQo1g14CTR9hZAZD3aQ,audio_features,spotify:track:2ImuQo1g14CTR9hZAZD3aQ,0.588,58
2959,60,cry for you,jodeci,1994,1.0,0.328,https://api.spotify.com/v1/audio-analysis/3RNvMhYFEwpCgPnDGKR5MB,0.651,300907,0.498,3RNvMhYFEwpCgPnDGKR5MB,0,5,0.309,-12.159,0,0.0339,115.771,4,https://api.spotify.com/v1/tracks/3RNvMhYFEwpCgPnDGKR5MB,audio_features,spotify:track:3RNvMhYFEwpCgPnDGKR5MB,0.593,51
2960,61,keep ya head up,2pac,1994,1.0,0.162,https://api.spotify.com/v1/audio-analysis/0XRbYXQUymj9SJkrr8YK5B,0.636,262507,0.731,0XRbYXQUymj9SJkrr8YK5B,0,4,0.455,-7.037,1,0.421,86.15,4,https://api.spotify.com/v1/tracks/0XRbYXQUymj9SJkrr8YK5B,audio_features,spotify:track:0XRbYXQUymj9SJkrr8YK5B,0.612,58
2961,62,whats my name,snoop doggy dogg,1994,,0.000136,https://api.spotify.com/v1/audio-analysis/5XhkV07Vou38wnrzwURUOC,0.692,246320,0.833,5XhkV07Vou38wnrzwURUOC,1.98e-05,7,0.515,-3.974,1,0.0492,96.814,4,https://api.spotify.com/v1/tracks/5XhkV07Vou38wnrzwURUOC,audio_features,spotify:track:5XhkV07Vou38wnrzwURUOC,0.677,69
2962,63,another night,real mccoy,1994,1.0,0.0908,https://api.spotify.com/v1/audio-analysis/3pEuO9J2MTEmec8kUfYYvl,0.813,236933,0.882,3pEuO9J2MTEmec8kUfYYvl,0.00457,7,0.147,-7.575,1,0.0402,125.983,4,https://api.spotify.com/v1/tracks/3pEuO9J2MTEmec8kUfYYvl,audio_features,spotify:track:3pEuO9J2MTEmec8kUfYYvl,0.879,59
2963,64,your bodys callin,r kelly,1994,1.0,0.457,https://api.spotify.com/v1/audio-analysis/4iXZFxEUzTTLMLE5jCyKEb,0.658,277493,0.55,4iXZFxEUzTTLMLE5jCyKEb,0.000728,9,0.114,-6.705,1,0.0302,168.289,4,https://api.spotify.com/v1/tracks/4iXZFxEUzTTLMLE5jCyKEb,audio_features,spotify:track:4iXZFxEUzTTLMLE5jCyKEb,0.726,54
2964,65,tootsee roll,69 boyz,1994,1.0,0.0453,https://api.spotify.com/v1/audio-analysis/0SAIjVOwxVnO1l9HGvLuOU,0.869,261360,0.725,0SAIjVOwxVnO1l9HGvLuOU,0,9,0.203,-12.507,0,0.256,132.989,4,https://api.spotify.com/v1/tracks/0SAIjVOwxVnO1l9HGvLuOU,audio_features,spotify:track:0SAIjVOwxVnO1l9HGvLuOU,0.69,50
2965,66,i can see clearly now,jimmy cliff,1994,1.0,0.00482,https://api.spotify.com/v1/audio-analysis/7aJZxI6TVdIvQSuWxQ4rqp,0.799,196000,0.662,7aJZxI6TVdIvQSuWxQ4rqp,0.000505,7,0.0484,-8.585,1,0.0347,120.082,4,https://api.spotify.com/v1/tracks/7aJZxI6TVdIvQSuWxQ4rqp,audio_features,spotify:track:7aJZxI6TVdIvQSuWxQ4rqp,0.725,67
2966,67,never keeping secrets,babyface,1994,1.0,0.0949,https://api.spotify.com/v1/audio-analysis/7L06pF5o819jflseQ4Wde5,0.693,293267,0.648,7L06pF5o819jflseQ4Wde5,0,11,0.14,-6.411,0,0.0248,113.117,4,https://api.spotify.com/v1/tracks/7L06pF5o819jflseQ4Wde5,audio_features,spotify:track:7L06pF5o819jflseQ4Wde5,0.313,49
2967,68,crazy,aerosmith,1994,1.0,0.0906,https://api.spotify.com/v1/audio-analysis/74irxdVWstNlEQjsvArITq,0.341,316693,0.867,74irxdVWstNlEQjsvArITq,0,6,0.122,-3.856,0,0.0402,162.258,3,https://api.spotify.com/v1/tracks/74irxdVWstNlEQjsvArITq,audio_features,spotify:track:74irxdVWstNlEQjsvArITq,0.407,63
2968,69,just kickin it,xscape,1994,1.0,0.054,https://api.spotify.com/v1/audio-analysis/51RvCRzeTqoQgdOBgcpHtT,0.694,204133,0.365,51RvCRzeTqoQgdOBgcpHtT,3.43e-05,1,0.401,-12.294,0,0.0635,80.904,4,https://api.spotify.com/v1/tracks/51RvCRzeTqoQgdOBgcpHtT,audio_features,spotify:track:51RvCRzeTqoQgdOBgcpHtT,0.705,57
2969,70,at your best you are love,aaliyah,1994,1.0,0.761,https://api.spotify.com/v1/audio-analysis/4lRrk574qIHpoEEKC1zuam,0.626,291400,0.441,4lRrk574qIHpoEEKC1zuam,0.0138,9,0.0685,-10.637,0,0.0308,78.094,4,https://api.spotify.com/v1/tracks/4lRrk574qIHpoEEKC1zuam,audio_features,spotify:track:4lRrk574qIHpoEEKC1zuam,0.574,62
2970,71,rock and roll dreams come through,meat loaf,1994,1.0,0.186,https://api.spotify.com/v1/audio-analysis/452fSzvkB2A8FHVI4JKK2S,0.565,350867,0.884,452fSzvkB2A8FHVI4JKK2S,0.000101,0,0.211,-3.304,1,0.0335,112.24,4,https://api.spotify.com/v1/tracks/452fSzvkB2A8FHVI4JKK2S,audio_features,spotify:track:452fSzvkB2A8FHVI4JKK2S,0.486,30
2971,72,amazing,aerosmith,1994,1.0,0.0742,https://api.spotify.com/v1/audio-analysis/6beFuzSjwhOKFZp2aqYDdY,0.309,352000,0.76,6beFuzSjwhOKFZp2aqYDdY,0.000118,0,0.444,-5.363,1,0.0386,139.36,4,https://api.spotify.com/v1/tracks/6beFuzSjwhOKFZp2aqYDdY,audio_features,spotify:track:6beFuzSjwhOKFZp2aqYDdY,0.327,52
2972,73,always,erasure,1994,1.0,0.296,https://api.spotify.com/v1/audio-analysis/5QQCp4fQiU9I2FU9FvJVV2,0.596,237800,0.731,5QQCp4fQiU9I2FU9FvJVV2,3.64e-06,5,0.301,-9.961,1,0.0284,103.027,4,https://api.spotify.com/v1/tracks/5QQCp4fQiU9I2FU9FvJVV2,audio_features,spotify:track:5QQCp4fQiU9I2FU9FvJVV2,0.311,42
2973,74,groove thang,zhane,1994,1.0,0.0237,https://api.spotify.com/v1/audio-analysis/5MiIyCJ1DYbWLdwWYzyNcJ,0.905,236507,0.501,5MiIyCJ1DYbWLdwWYzyNcJ,0.00163,9,0.0727,-7.215,0,0.0412,102.035,4,https://api.spotify.com/v1/tracks/5MiIyCJ1DYbWLdwWYzyNcJ,audio_features,spotify:track:5MiIyCJ1DYbWLdwWYzyNcJ,0.821,43
2974,75,dreams,gabrielle,1994,1.0,0.409,https://api.spotify.com/v1/audio-analysis/3vmOVIUDPW2sMlZDIlij6O,0.604,259019,0.51,3vmOVIUDPW2sMlZDIlij6O,0.00446,9,0.0825,-7.879,0,0.0328,134.953,4,https://api.spotify.com/v1/tracks/3vmOVIUDPW2sMlZDIlij6O,audio_features,spotify:track:3vmOVIUDPW2sMlZDIlij6O,0.244,47
2975,76,mr vain,culture beat,1994,1.0,0.0726,https://api.spotify.com/v1/audio-analysis/3N3t4yMGy1PCF7ZbizvZbK,0.703,257467,0.997,3N3t4yMGy1PCF7ZbizvZbK,0.0235,9,0.123,-7.666,0,0.0399,132.872,4,https://api.spotify.com/v1/tracks/3N3t4yMGy1PCF7ZbizvZbK,audio_features,spotify:track:3N3t4yMGy1PCF7ZbizvZbK,0.392,63
2976,77,mary janes last dance,tom petty and the heartbreakers,1994,1.0,0.0465,https://api.spotify.com/v1/audio-analysis/5eYwDBLucWfWI5KsV7oYX2,0.413,272267,0.801,5eYwDBLucWfWI5KsV7oYX2,1.66e-06,10,0.345,-4.945,1,0.143,169.763,4,https://api.spotify.com/v1/tracks/5eYwDBLucWfWI5KsV7oYX2,audio_features,spotify:track:5eYwDBLucWfWI5KsV7oYX2,0.533,69
2977,78,anything,swv,1994,1.0,0.0119,https://api.spotify.com/v1/audio-analysis/3ZbrIs9xvGTLtHDcOel91B,0.798,246320,0.794,3ZbrIs9xvGTLtHDcOel91B,0.000139,1,0.271,-5.637,1,0.044,94.967,4,https://api.spotify.com/v1/tracks/3ZbrIs9xvGTLtHDcOel91B,audio_features,spotify:track:3ZbrIs9xvGTLtHDcOel91B,0.784,39
2978,79,beautiful in my eyes,joshua kadison,1994,1.0,0.595,https://api.spotify.com/v1/audio-analysis/5o8gWPZxr4GZFslU85YMmu,0.582,249493,0.381,5o8gWPZxr4GZFslU85YMmu,1.1e-05,3,0.132,-10.045,1,0.0256,141.947,4,https://api.spotify.com/v1/tracks/5o8gWPZxr4GZFslU85YMmu,audio_features,spotify:track:5o8gWPZxr4GZFslU85YMmu,0.278,48
2979,80,stay,eternal,1994,1.0,0.000109,https://api.spotify.com/v1/audio-analysis/7rxO94sB3yVqcNEy1FQMiy,0.497,235566,0.832,7rxO94sB3yVqcNEy1FQMiy,2.97e-05,1,0.0784,-5.315,1,0.0338,93.916,4,https://api.spotify.com/v1/tracks/7rxO94sB3yVqcNEy1FQMiy,audio_features,spotify:track:7rxO94sB3yVqcNEy1FQMiy,0.426,23
2980,81,flava in ya ear,craig mack,1994,1.0,0.272,https://api.spotify.com/v1/audio-analysis/4JYUDRtPZuVNi7FAnbHyux,0.52,302013,0.847,4JYUDRtPZuVNi7FAnbHyux,0,9,0.325,-5.3,1,0.427,177.371,4,https://api.spotify.com/v1/tracks/4JYUDRtPZuVNi7FAnbHyux,audio_features,spotify:track:4JYUDRtPZuVNi7FAnbHyux,0.797,54
2981,82,unity,queen latifah,1994,1.0,0.00473,https://api.spotify.com/v1/audio-analysis/3mmbJnh1L94Zl8QZcUTq39,0.672,251907,0.758,3mmbJnh1L94Zl8QZcUTq39,1.2e-06,4,0.326,-4.18,0,0.359,94.312,4,https://api.spotify.com/v1/tracks/3mmbJnh1L94Zl8QZcUTq39,audio_features,spotify:track:3mmbJnh1L94Zl8QZcUTq39,0.499,40
2982,83,prayer for the dying,seal,1994,1.0,0.332,https://api.spotify.com/v1/audio-analysis/7pzWp50ZQXM44dfDbyMY9l,0.306,330267,0.762,7pzWp50ZQXM44dfDbyMY9l,0.00605,5,0.0835,-7.519,1,0.051,99.903,4,https://api.spotify.com/v1/tracks/7pzWp50ZQXM44dfDbyMY9l,audio_features,spotify:track:7pzWp50ZQXM44dfDbyMY9l,0.149,38
2983,84,secret,madonna,1994,1.0,0.101,https://api.spotify.com/v1/audio-analysis/15FcP9qwmIKqaD5NhfhNpu,0.813,304933,0.655,15FcP9qwmIKqaD5NhfhNpu,6.65e-05,1,0.146,-7.884,1,0.0262,99.982,4,https://api.spotify.com/v1/tracks/15FcP9qwmIKqaD5NhfhNpu,audio_features,spotify:track:15FcP9qwmIKqaD5NhfhNpu,0.463,47
2984,85,here comes the hotstepper,ini kamoze,1994,1.0,0.0141,https://api.spotify.com/v1/audio-analysis/3QRM0qZB7oMYavveH0iEqx,0.889,250467,0.454,3QRM0qZB7oMYavveH0iEqx,0.000186,4,0.203,-8.598,0,0.221,100.36,4,https://api.spotify.com/v1/tracks/3QRM0qZB7oMYavveH0iEqx,audio_features,spotify:track:3QRM0qZB7oMYavveH0iEqx,0.429,69
2985,86,everyday,phil collins,1994,1.0,0.534,https://api.spotify.com/v1/audio-analysis/1TuC2upbvZ6Ae0VE4kj8dT,0.701,343893,0.469,1TuC2upbvZ6Ae0VE4kj8dT,0.00105,3,0.121,-9.63,1,0.0305,94.699,4,https://api.spotify.com/v1/tracks/1TuC2upbvZ6Ae0VE4kj8dT,audio_features,spotify:track:1TuC2upbvZ6Ae0VE4kj8dT,0.389,46
2986,87,dont take the girl,tim mcgraw,1994,1.0,0.279,https://api.spotify.com/v1/audio-analysis/2iTRea118VRKRUzrGjjlHP,0.439,249360,0.454,2iTRea118VRKRUzrGjjlHP,0,0,0.123,-8.669,1,0.0308,204.263,4,https://api.spotify.com/v1/tracks/2iTRea118VRKRUzrGjjlHP,audio_features,spotify:track:2iTRea118VRKRUzrGjjlHP,0.341,57
2987,88,got me waiting,heavy d  the boyz,1994,3.0,0.0184,https://api.spotify.com/v1/audio-analysis/7lqwSAP2isafyCokjZd7aE,0.757,271467,0.302,7lqwSAP2isafyCokjZd7aE,4.15e-05,11,0.136,-15.951,0,0.325,90.321,4,https://api.spotify.com/v1/tracks/7lqwSAP2isafyCokjZd7aE,audio_features,spotify:track:7lqwSAP2isafyCokjZd7aE,0.512,36
2988,89,december 1963 oh what a night,the four seasons,1994,1.0,0.058,https://api.spotify.com/v1/audio-analysis/7ePFDzrnLt3Ynqgy2UFWri,0.727,201093,0.588,7ePFDzrnLt3Ynqgy2UFWri,5.46e-06,1,0.0414,-9.568,1,0.0253,104.413,4,https://api.spotify.com/v1/tracks/7ePFDzrnLt3Ynqgy2UFWri,audio_features,spotify:track:7ePFDzrnLt3Ynqgy2UFWri,0.964,72
2989,90,indian outlaw,tim mcgraw,1994,1.0,0.0364,https://api.spotify.com/v1/audio-analysis/1fYypIR0kaFzaSRbzvtjl9,0.664,182120,0.739,1fYypIR0kaFzaSRbzvtjl9,4.99e-05,9,0.282,-7.229,1,0.0415,110.101,4,https://api.spotify.com/v1/tracks/1fYypIR0kaFzaSRbzvtjl9,audio_features,spotify:track:1fYypIR0kaFzaSRbzvtjl9,0.759,55
2990,91,always,bon jovi,1994,1.0,0.151,https://api.spotify.com/v1/audio-analysis/4JAJV4D2902ZQL4A63Q2fe,0.428,353027,0.662,4JAJV4D2902ZQL4A63Q2fe,1.84e-06,4,0.215,-5.433,1,0.0295,71.515,4,https://api.spotify.com/v1/tracks/4JAJV4D2902ZQL4A63Q2fe,audio_features,spotify:track:4JAJV4D2902ZQL4A63Q2fe,0.366,63
2991,92,far behind,candlebox,1994,1.0,0.00187,https://api.spotify.com/v1/audio-analysis/1t1NX1DJQDcmZA0lvCnFjC,0.552,299733,0.645,1t1NX1DJQDcmZA0lvCnFjC,1.38e-06,7,0.0424,-6.595,1,0.0268,89.518,4,https://api.spotify.com/v1/tracks/1t1NX1DJQDcmZA0lvCnFjC,audio_features,spotify:track:1t1NX1DJQDcmZA0lvCnFjC,0.563,61
2992,93,back in the day,ahmad,1994,1.0,0.0629,https://api.spotify.com/v1/audio-analysis/32nmZgbpSPeQA76TO62TP7,0.696,318360,0.678,32nmZgbpSPeQA76TO62TP7,0.0279,1,0.862,-7.237,0,0.193,157.651,4,https://api.spotify.com/v1/tracks/32nmZgbpSPeQA76TO62TP7,audio_features,spotify:track:32nmZgbpSPeQA76TO62TP7,0.914,42
2993,94,love sneakin up on you,bonnie raitt,1994,1.0,0.0217,https://api.spotify.com/v1/audio-analysis/1UtxIyLkTt7iR5TcWLt8IT,0.483,220733,0.673,1UtxIyLkTt7iR5TcWLt8IT,6.53e-06,7,0.209,-8.105,1,0.0438,189.704,4,https://api.spotify.com/v1/tracks/1UtxIyLkTt7iR5TcWLt8IT,audio_features,spotify:track:1UtxIyLkTt7iR5TcWLt8IT,0.556,32
2994,95,ill take you there,general public,1994,5.0,0.213,https://api.spotify.com/v1/audio-analysis/5p1U3tDtcAhhu5Em2eAhsE,0.811,247093,0.745,5p1U3tDtcAhhu5Em2eAhsE,0.000929,4,0.0793,-9.61,1,0.088,97.985,4,https://api.spotify.com/v1/tracks/5p1U3tDtcAhhu5Em2eAhsE,audio_features,spotify:track:5p1U3tDtcAhhu5Em2eAhsE,0.93,25
2995,96,always in my heart,tevin campbell,1994,1.0,0.0282,https://api.spotify.com/v1/audio-analysis/2CD8UvBi01dwnriCM8TivL,0.713,338732,0.677,2CD8UvBi01dwnriCM8TivL,5.99e-05,6,0.144,-6.761,1,0.0253,124.152,4,https://api.spotify.com/v1/tracks/2CD8UvBi01dwnriCM8TivL,audio_features,spotify:track:2CD8UvBi01dwnriCM8TivL,0.516,45
2996,97,what is love,haddaway,1994,1.0,0.0207,https://api.spotify.com/v1/audio-analysis/4v6jydWBTAIqnyPVNyOAdc,0.69,269373,0.801,4v6jydWBTAIqnyPVNyOAdc,0.00399,7,0.277,-5.944,0,0.0327,123.864,4,https://api.spotify.com/v1/tracks/4v6jydWBTAIqnyPVNyOAdc,audio_features,spotify:track:4v6jydWBTAIqnyPVNyOAdc,0.719,64
2997,98,and our feelings,babyface,1994,1.0,0.138,https://api.spotify.com/v1/audio-analysis/27sYHmgfRvHFyQ5vrm5nQp,0.741,342360,0.592,27sYHmgfRvHFyQ5vrm5nQp,0,4,0.224,-7.819,1,0.0298,128.137,4,https://api.spotify.com/v1/tracks/27sYHmgfRvHFyQ5vrm5nQp,audio_features,spotify:track:27sYHmgfRvHFyQ5vrm5nQp,0.26,38
2998,99,bop gun one nation,ice cube featuring george clinton,1994,1.0,0.283,https://api.spotify.com/v1/audio-analysis/0oZiK5HCMPn241PbUCslkF,0.891,287080,0.837,0oZiK5HCMPn241PbUCslkF,0,6,0.412,-5.402,1,0.0637,103.05,4,https://api.spotify.com/v1/tracks/0oZiK5HCMPn241PbUCslkF,audio_features,spotify:track:0oZiK5HCMPn241PbUCslkF,0.776,46
2999,100,i wanna be down,brandy,1994,1.0,0.33,https://api.spotify.com/v1/audio-analysis/3OZs6tgXsBmb3TWPn07YCF,0.893,256667,0.433,3OZs6tgXsBmb3TWPn07YCF,0,11,0.395,-5.88,0,0.396,86.01,4,https://api.spotify.com/v1/tracks/3OZs6tgXsBmb3TWPn07YCF,audio_features,spotify:track:3OZs6tgXsBmb3TWPn07YCF,0.676,60
3000,1,gangstas paradise,coolio featuring lv,1995,1.0,0.0372,https://api.spotify.com/v1/audio-analysis/3u9fHuAtjMY1RW2mZfO4Cf,0.641,241933,0.63,3u9fHuAtjMY1RW2mZfO4Cf,0,8,0.4,-6.393,1,0.0521,79.955,4,https://api.spotify.com/v1/tracks/3u9fHuAtjMY1RW2mZfO4Cf,audio_features,spotify:track:3u9fHuAtjMY1RW2mZfO4Cf,0.417,78
3001,2,waterfalls,tlc,1995,1.0,0.311,https://api.spotify.com/v1/audio-analysis/6qspW4YKycviDFjHBOaqUY,0.77,279507,0.505,6qspW4YKycviDFjHBOaqUY,7.4e-05,1,0.0777,-7.345,1,0.0828,171.798,4,https://api.spotify.com/v1/tracks/6qspW4YKycviDFjHBOaqUY,audio_features,spotify:track:6qspW4YKycviDFjHBOaqUY,0.763,73
3002,3,creep,tlc,1995,1.0,0.0193,https://api.spotify.com/v1/audio-analysis/1aWV3uY3SIEZVbmv45oFWS,0.811,268533,0.458,1aWV3uY3SIEZVbmv45oFWS,1.41e-06,5,0.0526,-9.688,0,0.0402,92.94,4,https://api.spotify.com/v1/tracks/1aWV3uY3SIEZVbmv45oFWS,audio_features,spotify:track:1aWV3uY3SIEZVbmv45oFWS,0.799,69
3003,4,kiss from a rose,seal,1995,1.0,0.684,https://api.spotify.com/v1/audio-analysis/3YKptz29AsOlm7WAVnztBh,0.583,288427,0.532,3YKptz29AsOlm7WAVnztBh,0,10,0.306,-7.11,0,0.0309,131.741,3,https://api.spotify.com/v1/tracks/3YKptz29AsOlm7WAVnztBh,audio_features,spotify:track:3YKptz29AsOlm7WAVnztBh,0.219,72
3004,5,on bended knee,boyz ii men,1995,1.0,0.413,https://api.spotify.com/v1/audio-analysis/7MYmo0JJJDmu4MZTSAF9y3,0.626,329800,0.532,7MYmo0JJJDmu4MZTSAF9y3,0,8,0.116,-8.097,1,0.0351,116.621,4,https://api.spotify.com/v1/tracks/7MYmo0JJJDmu4MZTSAF9y3,audio_features,spotify:track:7MYmo0JJJDmu4MZTSAF9y3,0.191,58
3005,6,another night,real mccoy,1995,1.0,0.0908,https://api.spotify.com/v1/audio-analysis/3pEuO9J2MTEmec8kUfYYvl,0.813,236933,0.882,3pEuO9J2MTEmec8kUfYYvl,0.00457,7,0.147,-7.575,1,0.0402,125.983,4,https://api.spotify.com/v1/tracks/3pEuO9J2MTEmec8kUfYYvl,audio_features,spotify:track:3pEuO9J2MTEmec8kUfYYvl,0.879,59
3006,7,fantasy,mariah carey,1995,1.0,0.139,https://api.spotify.com/v1/audio-analysis/6xkryXuiZU360Lngd4sx13,0.671,243493,0.727,6xkryXuiZU360Lngd4sx13,0,7,0.123,-7.585,1,0.035,102.358,4,https://api.spotify.com/v1/tracks/6xkryXuiZU360Lngd4sx13,audio_features,spotify:track:6xkryXuiZU360Lngd4sx13,0.82,68
3007,8,take a bow,madonna,1995,1.0,0.341,https://api.spotify.com/v1/audio-analysis/7izFzcBTx3DVXFeFYDeZKB,0.549,320467,0.408,7izFzcBTx3DVXFeFYDeZKB,0,8,0.0764,-7.698,1,0.024,80.133,4,https://api.spotify.com/v1/tracks/7izFzcBTx3DVXFeFYDeZKB,audio_features,spotify:track:7izFzcBTx3DVXFeFYDeZKB,0.32,51
3008,9,dont take it personal just one of dem days,monica,1995,1.0,0.00864,https://api.spotify.com/v1/audio-analysis/0JCAezTC5IlK1a9o0YBEsD,0.731,258467,0.355,0JCAezTC5IlK1a9o0YBEsD,5.14e-05,8,0.0579,-12.741,1,0.0603,175.72,4,https://api.spotify.com/v1/tracks/0JCAezTC5IlK1a9o0YBEsD,audio_features,spotify:track:0JCAezTC5IlK1a9o0YBEsD,0.528,58
3009,10,this is how we do it,montell jordan,1995,1.0,0.0159,https://api.spotify.com/v1/audio-analysis/6uQKuonTU8VKBz5SHZuQXD,0.799,238800,0.63,6uQKuonTU8VKBz5SHZuQXD,0,0,0.453,-9.279,1,0.0748,103.647,4,https://api.spotify.com/v1/tracks/6uQKuonTU8VKBz5SHZuQXD,audio_features,spotify:track:6uQKuonTU8VKBz5SHZuQXD,0.763,65
3010,11,i know,dionne farris,1995,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3011,12,water runs dry,boyz ii men,1995,1.0,0.419,https://api.spotify.com/v1/audio-analysis/7yhmvQh1JOzbNiNFQo4Tfc,0.573,201400,0.377,7yhmvQh1JOzbNiNFQo4Tfc,0,0,0.142,-12.9,1,0.0278,89.599,4,https://api.spotify.com/v1/tracks/7yhmvQh1JOzbNiNFQo4Tfc,audio_features,spotify:track:7yhmvQh1JOzbNiNFQo4Tfc,0.561,53
